"ProductID_MD_PD","CustomerID_MD_PD","Temperature_MD_PD","RPM_MD_PD","SoundDB_MD_PD","Date_MD_PD","Id_PD","Name_PD","ProductCode_PD","Description_PD","IsActive_PD","CreatedDate_PD","CreatedById_PD","LastModifiedDate_PD","LastModifiedById_PD","SystemModstamp_PD","Family_PD","IsDeleted_PD","LastViewedDate_PD","LastReferencedDate_PD","Id","IsDeleted","MasterRecordId","Name","Type","ParentId","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","BillingLatitude","BillingLongitude","ShippingStreet","ShippingCity","ShippingState","ShippingPostalCode","ShippingCountry","ShippingLatitude","ShippingLongitude","Phone","Fax","AccountNumber","Website","PhotoUrl","Sic","Industry","AnnualRevenue","NumberOfEmployees","Ownership","TickerSymbol","Description","Rating","Site","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","Jigsaw","JigsawCompanyId","CleanStatus","AccountSource","DunsNumber","Tradestyle","NaicsCode","NaicsDesc","YearStarted","SicDesc","DandbCompanyId","CustomerPriority__c","SLA__c","Active__c","NumberofLocations__c","UpsellOpportunity__c","SLASerialNumber__c","SLAExpirationDate__c"
"01t36000000Ldv4AAC","001360000038rfGAAQ","135","4752","87","2016-06-07T14:53:12-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","203","9357","71","2016-06-06T09:06:37-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","342","5681","90","2016-06-08T13:11:43-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","267","5541","120","2016-06-08T08:23:26-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","185","8784","91","2016-06-07T16:05:06-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","106","5400","78","2016-06-07T06:16:36-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","177","10951","120","2016-06-07T02:02:14-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","326","5467","119","2016-06-08T22:56:10-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","327","11880","95","2016-06-07T04:21:06-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","265","11061","109","2016-06-07T12:38:41-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","161","6669","97","2016-06-08T01:43:15-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","119","7025","96","2016-06-07T06:19:13-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","305","8774","87","2016-06-07T06:42:24-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
"01t36000000Ldv4AAC","001360000038rfGAAQ","198","6114","114","2016-06-07T10:43:45-07:00","01t36000000Ldv4AAC","GenWatt Propane 500kW","GC3040",,"1","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,"0",,,"001360000038rfGAAQ","0",,"United Oil & Gas, UK","Customer - Direct",,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,"UK",,,,,"Kings Park, 17th Avenue, Team Valley Trading Estate,
Gateshead, Tyne and Wear NE26 3HS
United Kingdom",,,,,,,"+44 191 4956203","+44 191 4956620","CD355119-A","http://www.uos.com","/services/images/photo/001360000038rfGAAQ","4437","Energy",,"24000","Public","UOS",,,,"00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28","00536000000alhkAAA","01/25/2016 19:12:28",,,,,,"Pending",,,,,,,,,"High","Platinum","Yes","34.0","No","3479","02/19/2015 00:00:00"
